model,framework,run_id,is_survival_best,first_order_date,sku_id,supplier_id,quantity,quality_rank,price_rank,candidate_count,quality_score,best_quality_supplier,best_quality_score,is_quality_best,is_price_best
MiniMax-M2.5,react,run_react_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-10-18,1660000006,supplier_4,300,3,1,5,4.7279,supplier_5,4.9232,False,True
MiniMax-M2.5,react,run_react_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-10-21,1111143012,supplier_5,150,5,1,5,1.8032,supplier_2,4.9964,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,2610000364,supplier_1,30,1,2,5,4.7187,supplier_1,4.7187,True,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,1230000014,supplier_1,30,1,5,5,4.7123,supplier_1,4.7123,True,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,1230000010,supplier_1,30,2,4,5,4.6249,supplier_5,4.8045,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,3500050900,supplier_1,25,1,5,5,4.7999,supplier_1,4.7999,True,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,3700000391,supplier_1,25,3,4,5,4.629,supplier_2,5.0,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,3040000048,supplier_1,25,5,1,5,1.7867,supplier_3,4.9428,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,1111143012,supplier_1,15,4,2,5,2.3662,supplier_5,4.929,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,3500046100,supplier_1,15,2,5,5,4.9327,supplier_2,4.9418,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,3500044400,supplier_1,15,5,1,5,2.0214,supplier_4,4.8254,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,5100001251,supplier_1,20,4,1,5,1.5367,supplier_4,4.7069,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,2400032230,supplier_1,20,5,1,5,1.8424,supplier_4,5.0,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,8660000013,supplier_1,20,4,1,5,1.8231,supplier_5,4.6686,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,5200003925,supplier_1,15,2,3,5,4.2645,supplier_2,4.7657,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,4400000004,supplier_1,15,1,3,5,4.6812,supplier_1,4.6812,True,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,4400000379,supplier_1,15,5,1,5,2.0054,supplier_3,4.9917,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,1070013100,supplier_1,20,2,4,5,4.4764,supplier_2,4.6594,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,1900000004,supplier_1,20,2,4,5,2.6016,supplier_5,4.8847,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,1660000006,supplier_1,15,5,2,5,2.0572,supplier_5,4.9531,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,1690001601,supplier_1,15,4,3,5,2.9212,supplier_4,4.6262,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,3828111129,supplier_3,25,4,1,5,2.0499,supplier_2,4.8286,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,8000000280,supplier_3,20,5,1,5,1.8699,supplier_4,4.895,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,8000000245,supplier_3,20,4,1,5,1.7265,supplier_1,4.8031,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,1862702345,supplier_3,15,5,1,5,1.7116,supplier_1,4.9566,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,8066095605,supplier_3,12,5,1,5,1.4411,supplier_4,4.6715,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,3700060571,supplier_4,25,1,1,5,5.0,supplier_4,5.0,True,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,3700060511,supplier_4,25,5,1,5,1.7305,supplier_1,4.8842,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,4200013000,supplier_4,25,5,1,5,1.7802,supplier_5,4.7856,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,7331025205,supplier_4,20,4,2,5,1.8205,supplier_1,4.8075,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,3828111185,supplier_4,20,2,4,5,4.5775,supplier_2,4.6843,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,5400018080,supplier_4,20,4,2,5,3.0308,supplier_1,4.9903,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,3700063087,supplier_4,20,1,2,5,4.7019,supplier_4,4.7019,True,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,3700063037,supplier_4,20,5,2,5,2.0442,supplier_1,4.9191,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,3828125033,supplier_4,15,5,1,5,1.6791,supplier_3,4.6249,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,7289000011,supplier_4,12,1,2,5,4.8411,supplier_4,4.8411,True,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,5100000011,supplier_2,20,5,1,5,2.0239,supplier_5,4.8538,False,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,5200003940,supplier_2,15,5,2,5,1.8003,supplier_1,4.6919,False,False
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,2400032320,supplier_5,20,1,1,5,5.0,supplier_5,5.0,True,True
MiniMax-M2.5,reflection,run_reflection_MiniMax-M2.5_caec_off_fcr_off_run1,False,1991-09-07,5100002421,supplier_5,20,5,1,5,2.0215,supplier_3,4.8112,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-07,3828111129,supplier_3,8,4,1,5,2.0499,supplier_2,4.8286,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-07,4400000004,supplier_3,8,5,1,5,1.8091,supplier_1,4.6812,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-07,1862702345,supplier_3,8,5,1,5,1.7116,supplier_1,4.9566,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-07,3828111185,supplier_3,8,5,1,5,1.4485,supplier_2,4.6843,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-07,3700060571,supplier_4,8,1,1,5,5.0,supplier_4,5.0,True,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-07,3828153085,supplier_4,8,4,1,5,1.8733,supplier_2,4.8306,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-07,1660000006,supplier_4,8,4,1,5,2.9805,supplier_5,4.9531,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-07,5100000011,supplier_2,8,5,1,5,2.0239,supplier_5,4.8538,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-07,2400032320,supplier_5,8,1,1,5,5.0,supplier_5,5.0,True,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-07,2100000001,supplier_1,8,5,1,5,2.0546,supplier_2,5.0,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-07,8000000325,supplier_1,8,5,1,5,1.6678,supplier_4,4.7763,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-07,1900000004,supplier_1,8,2,4,5,2.6016,supplier_5,4.8847,False,False
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-13,3700060511,supplier_4,1000,5,1,5,2.0838,supplier_1,4.838,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-13,3700063087,supplier_4,200,1,1,5,4.6627,supplier_4,4.6627,True,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-13,3700063037,supplier_4,200,5,1,5,1.8907,supplier_1,4.9057,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-13,8000000245,supplier_3,300,4,1,5,1.9247,supplier_5,4.7897,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-13,8000000280,supplier_3,200,5,1,5,1.8003,supplier_4,4.887,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-13,5100001251,supplier_1,200,4,1,5,1.5651,supplier_4,4.6865,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-13,2400032230,supplier_1,150,5,1,5,1.9397,supplier_4,5.0,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-13,2100061223,supplier_4,400,3,1,5,4.6473,supplier_5,4.7155,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-13,3828153081,supplier_4,250,4,2,5,2.9357,supplier_3,5.0,False,False
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-16,4200013000,supplier_4,300,5,1,5,1.8182,supplier_5,4.7735,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-16,8248812345,supplier_4,100,4,2,5,2.3703,supplier_5,4.7222,False,False
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-20,4400000119,supplier_1,60,1,3,5,4.7388,supplier_1,4.7388,True,False
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-20,5200003925,supplier_1,60,2,2,5,3.6601,supplier_2,4.7181,False,False
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-20,8660000033,supplier_4,240,2,2,5,4.794,supplier_1,4.9676,False,False
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-09-20,3700000391,supplier_4,264,5,1,5,2.2417,supplier_1,5.0,False,True
MiniMax-M2.5,plan_and_act,run_plan_and_act_MiniMax-M2.5_caec_off_fcr_off_run1,True,1991-10-28,5100002421,supplier_3,100,1,1,5,4.8094,supplier_3,4.8094,True,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,8000000245,supplier_5,1736,3,2,5,4.7506,supplier_1,4.8031,False,False
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,8660000033,supplier_5,1639,5,1,5,1.8714,supplier_1,5.0,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3700063037,supplier_5,691,3,1,5,4.6678,supplier_1,4.9191,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,5100000011,supplier_5,1166,1,2,5,4.8538,supplier_5,4.8538,True,False
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3828112185,supplier_5,358,5,1,5,2.0572,supplier_4,4.9714,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,2800001159,supplier_5,253,5,1,5,1.5409,supplier_1,4.7767,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,5100006032,supplier_5,236,3,1,5,2.9214,supplier_2,4.6854,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3828111185,supplier_3,1215,5,1,5,1.4485,supplier_2,4.6843,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3828153081,supplier_3,1080,2,4,5,4.9717,supplier_2,4.9911,False,False
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,8248812345,supplier_3,361,5,1,5,1.8844,supplier_5,4.6665,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,7289000011,supplier_3,301,5,1,5,1.9358,supplier_4,4.8411,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,4400000057,supplier_3,390,5,1,5,1.584,supplier_1,4.7608,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,4400000004,supplier_3,183,5,1,5,1.8091,supplier_1,4.6812,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3828190013,supplier_3,203,5,1,5,1.855,supplier_2,4.952,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3000001020,supplier_3,224,3,1,5,4.2637,supplier_4,4.897,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,1230000014,supplier_3,358,5,1,5,1.5569,supplier_1,4.7123,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,5200003925,supplier_3,473,4,1,5,1.8457,supplier_2,4.7657,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,5200003805,supplier_3,243,5,1,5,1.4849,supplier_4,4.6962,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,4400000028,supplier_3,184,4,4,5,2.1057,supplier_4,4.8317,False,False
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,8000000280,supplier_4,432,1,2,5,4.895,supplier_4,4.895,True,False
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3700060571,supplier_4,446,1,1,5,5.0,supplier_4,5.0,True,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,4200013000,supplier_4,565,5,1,5,1.7802,supplier_5,4.7856,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,2100061223,supplier_4,1208,2,1,5,4.6456,supplier_5,4.7079,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3828125033,supplier_4,268,5,1,5,1.6791,supplier_3,4.6249,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,5460000233,supplier_4,327,5,1,5,1.7273,supplier_5,4.9047,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3700060511,supplier_2,1464,2,2,5,4.8684,supplier_1,4.8842,False,False
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3700000821,supplier_2,278,5,1,5,1.8473,supplier_5,4.8174,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3000001190,supplier_2,338,5,1,5,1.694,supplier_1,4.75,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,1690001601,supplier_2,315,5,1,5,1.7344,supplier_4,4.6262,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3500050900,supplier_2,333,4,1,5,2.2845,supplier_1,4.7999,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3500051300,supplier_2,287,4,3,5,3.8983,supplier_5,4.7609,False,False
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,5100001251,supplier_1,842,4,1,5,1.5367,supplier_4,4.7069,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,2400032230,supplier_1,432,5,1,5,1.8424,supplier_4,5.0,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,3500044400,supplier_1,576,5,1,5,2.0214,supplier_4,4.8254,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,2500002561,supplier_1,347,5,1,5,2.1009,supplier_5,4.9093,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-07,8000000325,supplier_1,130,5,1,5,1.6678,supplier_4,4.7763,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-08,3828111129,supplier_1,150,2,3,5,2.3921,supplier_2,4.79,False,False
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-08,2610000364,supplier_1,50,1,2,5,4.689,supplier_1,4.689,True,False
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-08,1230000020,supplier_2,40,2,5,5,4.9016,supplier_1,5.0,False,False
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-09,7331025205,supplier_2,171,4,1,5,1.9422,supplier_3,4.8211,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-09,1230000024,supplier_2,41,2,2,5,4.9832,supplier_3,5.0,False,False
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-09,3800005231,supplier_2,45,3,4,5,3.1505,supplier_1,5.0,False,False
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-10,3040000048,supplier_1,250,5,1,5,1.7503,supplier_3,5.0,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-10,8660000013,supplier_1,220,4,1,5,1.7168,supplier_5,4.6705,False,True
DeepSeek-V4-Pro,react,run_react_deepseek-v4-pro_caec_off_fcr_off_run1,False,1991-09-10,3828112085,supplier_1,90,5,1,5,1.9916,supplier_2,4.978,False,True
